signal_date,execution_date,selected,safe_asset_weight,turnover,transaction_cost,momentum,weights
2019-06-28,2019-07-01,GLD|TLT|SPY,0.0,0.6666666666666666,0.0006666666666666666,GLD:0.091714|TLT:0.057069|SPY:0.042286,SPY:0.333333|TLT:0.333333|GLD:0.333333
2019-07-31,2019-08-01,GLD|TLT|IEF,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.106395|TLT:0.076868|IEF:0.043902,TLT:0.333333|IEF:0.333333|GLD:0.333333
2019-08-30,2019-09-03,GLD|TLT|QQQ,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.148989|TLT:0.116450|QQQ:0.104424,QQQ:0.333333|TLT:0.333333|GLD:0.333333
2019-09-30,2019-10-01,TLT|VNQ|GLD,0.0,0.3333333333333333,0.0003333333333333333,TLT:0.086043|VNQ:0.075974|GLD:0.063160,TLT:0.333333|GLD:0.333333|VNQ:0.333333
2019-10-31,2019-11-01,VNQ|EFA|QQQ,0.0,0.6666666666666666,0.0006666666666666666,VNQ:0.064214|EFA:0.058399|QQQ:0.054056,QQQ:0.333333|EFA:0.333333|VNQ:0.333333
2019-11-29,2019-12-02,QQQ|IWM|SPY,0.0,0.6666666666666666,0.0006666666666666666,QQQ:0.096248|IWM:0.090692|SPY:0.079711,SPY:0.333333|QQQ:0.333333|IWM:0.333333
2019-12-31,2020-01-02,QQQ|EEM|IWM,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.137774|EEM:0.129336|IWM:0.120697,QQQ:0.333333|IWM:0.333333|EEM:0.333333
2020-01-31,2020-02-03,QQQ|SPY|GLD,0.0,0.6666666666666666,0.0006666666666666666,QQQ:0.114498|SPY:0.063036|GLD:0.058928,SPY:0.333333|QQQ:0.333333|GLD:0.333333
2020-02-28,2020-03-02,TLT|GLD|IEF,0.0,0.6666666666666666,0.0006666666666666666,TLT:0.105964|GLD:0.077247|IEF:0.051832,TLT:0.333333|IEF:0.333333|GLD:0.333333
2020-03-31,2020-04-01,TLT|IEF|GLD,0.0,0.0,0.0,TLT:0.209532|IEF:0.100963|GLD:0.038000,TLT:0.333333|IEF:0.333333|GLD:0.333333
2020-04-30,2020-05-01,TLT|IEF|GLD,0.0,0.0,0.0,TLT:0.158565|IEF:0.076265|GLD:0.069576,TLT:0.333333|IEF:0.333333|GLD:0.333333
2020-05-29,2020-06-01,QQQ|GLD|TLT,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.136333|GLD:0.097924|TLT:0.057762,QQQ:0.333333|TLT:0.333333|GLD:0.333333
2020-06-30,2020-07-01,QQQ|SPY|GLD,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.302681|SPY:0.201618|GLD:0.130496,SPY:0.333333|QQQ:0.333333|GLD:0.333333
2020-07-31,2020-08-03,QQQ|EEM|IWM,0.0,0.6666666666666666,0.0006666666666666666,QQQ:0.251538|EEM:0.232763|IWM:0.181543,QQQ:0.333333|IWM:0.333333|EEM:0.333333
2020-08-31,2020-09-01,QQQ|SPY|GLD,0.0,0.6666666666666666,0.0006666666666666666,QQQ:0.253630|SPY:0.138819|GLD:0.136716,SPY:0.333333|QQQ:0.333333|GLD:0.333333
2020-09-30,2020-10-01,QQQ|EEM|SPY,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.109186|EEM:0.090257|SPY:0.082799,SPY:0.333333|QQQ:0.333333|EEM:0.333333
2020-10-30,2020-11-02,IWM|EEM,0.0,0.6666666666666666,0.0006666666666666666,IWM:0.026132|EEM:0.025694,IWM:0.500000|EEM:0.500000
2020-11-30,2020-12-01,IWM|EEM|EFA,0.0,0.33333333333333337,0.0003333333333333334,IWM:0.169079|EEM:0.094073|EFA:0.079563,IWM:0.333333|EFA:0.333333|EEM:0.333333
2020-12-31,2021-01-04,IWM|EEM|EFA,0.0,0.0,0.0,IWM:0.292363|EEM:0.173128|EFA:0.150708,IWM:0.333333|EFA:0.333333|EEM:0.333333
2021-01-29,2021-02-01,IWM|EEM|EFA,0.0,0.0,0.0,IWM:0.344997|EEM:0.203063|EFA:0.190049,IWM:0.333333|EFA:0.333333|EEM:0.333333
2021-02-26,2021-03-01,DBC|IWM|EEM,0.0,0.3333333333333333,0.0003333333333333333,DBC:0.201005|IWM:0.188748|EEM:0.088977,IWM:0.333333|EEM:0.333333|DBC:0.333333
2021-03-31,2021-04-01,DBC|IWM|VNQ,0.0,0.3333333333333333,0.0003333333333333333,DBC:0.141581|IWM:0.138484|VNQ:0.104436,IWM:0.333333|VNQ:0.333333|DBC:0.333333
2021-04-30,2021-05-03,DBC|VNQ|SPY,0.0,0.3333333333333333,0.0003333333333333333,DBC:0.179065|VNQ:0.173014|SPY:0.131318,SPY:0.333333|VNQ:0.333333|DBC:0.333333
2021-05-28,2021-06-01,VNQ|DBC|GLD,0.0,0.3333333333333333,0.0003333333333333333,VNQ:0.138273|DBC:0.121157|GLD:0.104315,GLD:0.333333|VNQ:0.333333|DBC:0.333333
2021-06-30,2021-07-01,DBC|VNQ|QQQ,0.0,0.3333333333333333,0.0003333333333333333,DBC:0.158940|VNQ:0.115985|QQQ:0.111901,QQQ:0.333333|VNQ:0.333333|DBC:0.333333
2021-07-30,2021-08-02,DBC|TLT|VNQ,0.0,0.3333333333333333,0.0003333333333333333,DBC:0.088777|TLT:0.083023|VNQ:0.080404,TLT:0.333333|VNQ:0.333333|DBC:0.333333
2021-08-31,2021-09-01,QQQ|SPY|TLT,0.0,0.6666666666666666,0.0006666666666666666,QQQ:0.140705|SPY:0.077814|TLT:0.077064,SPY:0.333333|QQQ:0.333333|TLT:0.333333
2021-09-30,2021-10-01,DBC|QQQ|TLT,0.0,0.3333333333333333,0.0003333333333333333,DBC:0.044513|QQQ:0.010680|TLT:0.003535,QQQ:0.333333|TLT:0.333333|DBC:0.333333
2021-10-29,2021-11-01,DBC|QQQ|SPY,0.0,0.3333333333333333,0.0003333333333333333,DBC:0.106791|QQQ:0.060170|SPY:0.052861,SPY:0.333333|QQQ:0.333333|DBC:0.333333
2021-11-30,2021-12-01,QQQ|TLT|DBC,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.037654|TLT:0.022436|DBC:0.015641,QQQ:0.333333|TLT:0.333333|DBC:0.333333
2021-12-31,2022-01-03,VNQ|QQQ|SPY,0.0,0.6666666666666666,0.0006666666666666666,VNQ:0.134468|QQQ:0.105998|SPY:0.097615,SPY:0.333333|QQQ:0.333333|VNQ:0.333333
2022-01-31,2022-02-01,DBC,0.0,1.0,0.001,DBC:0.050117,DBC:1.000000
2022-02-28,2022-03-01,DBC|GLD,0.0,0.5,0.0005,DBC:0.191713|GLD:0.069104,GLD:0.500000|DBC:0.500000
2022-03-31,2022-04-01,DBC|GLD,0.0,0.0,0.0,DBC:0.248084|GLD:0.063899,GLD:0.500000|DBC:0.500000
2022-04-29,2022-05-02,DBC|GLD,0.0,0.0,0.0,DBC:0.232319|GLD:0.058707,GLD:0.500000|DBC:0.500000
2022-05-31,2022-06-01,DBC,0.0,0.5,0.0005,DBC:0.159887,DBC:1.000000
2022-06-30,2022-07-01,DBC,0.0,0.0,0.0,DBC:0.003390,DBC:1.000000
2022-07-29,2022-08-01,,1.0,1.0,0.001,,BIL:1.000000
2022-08-31,2022-09-01,,1.0,0.0,0.0,,BIL:1.000000
2022-09-30,2022-10-03,,1.0,0.0,0.0,,BIL:1.000000
2022-10-31,2022-11-01,,1.0,0.0,0.0,,BIL:1.000000
2022-11-30,2022-12-01,EFA|SPY|IWM,0.0,1.0,0.001,EFA:0.087844|SPY:0.035869|IWM:0.026372,SPY:0.333333|IWM:0.333333|EFA:0.333333
2022-12-30,2023-01-03,EFA|GLD,0.0,0.6666666666666666,0.0006666666666666666,EFA:0.176632|GLD:0.096787,EFA:0.500000|GLD:0.500000
2023-01-31,2023-02-01,EEM|EFA|GLD,0.0,0.33333333333333337,0.0003333333333333334,EEM:0.224567|EFA:0.199881|GLD:0.171389,EFA:0.333333|EEM:0.333333|GLD:0.333333
2023-02-28,2023-03-01,EFA|GLD|QQQ,0.0,0.3333333333333333,0.0003333333333333333,EFA:0.045152|GLD:0.040191|QQQ:0.025592,QQQ:0.333333|EFA:0.333333|GLD:0.333333
2023-03-31,2023-04-03,QQQ|GLD|EFA,0.0,0.0,0.0,QQQ:0.206376|GLD:0.085105|EFA:0.078408,QQQ:0.333333|EFA:0.333333|GLD:0.333333
2023-04-28,2023-05-01,QQQ|GLD|SPY,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.090459|GLD:0.031135|SPY:0.029179,SPY:0.333333|QQQ:0.333333|GLD:0.333333
2023-05-31,2023-06-01,QQQ|GLD|SPY,0.0,0.0,0.0,QQQ:0.196871|GLD:0.067697|SPY:0.062585,SPY:0.333333|QQQ:0.333333|GLD:0.333333
2023-06-30,2023-07-03,QQQ|SPY|IWM,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.171841|SPY:0.102122|IWM:0.071975,SPY:0.333333|QQQ:0.333333|IWM:0.333333
2023-07-31,2023-08-01,QQQ|IWM|SPY,0.0,0.0,0.0,QQQ:0.191116|IWM:0.137330|SPY:0.104730,SPY:0.333333|QQQ:0.333333|IWM:0.333333
2023-08-31,2023-09-01,DBC|IWM|QQQ,0.0,0.3333333333333333,0.0003333333333333333,DBC:0.097278|IWM:0.076757|QQQ:0.075277,QQQ:0.333333|IWM:0.333333|DBC:0.333333
2023-09-29,2023-10-02,DBC,0.0,0.6666666666666667,0.0006666666666666668,DBC:0.099559,DBC:1.000000
2023-10-31,2023-11-01,GLD|DBC,0.0,0.5,0.0005,GLD:0.025000|DBC:0.013648,GLD:0.500000|DBC:0.500000
2023-11-30,2023-12-01,GLD|QQQ|SPY,0.0,0.6666666666666666,0.0006666666666666666,GLD:0.048495|QQQ:0.030167|SPY:0.017009,SPY:0.333333|QQQ:0.333333|GLD:0.333333
2023-12-29,2024-01-02,VNQ|QQQ|IWM,0.0,0.6666666666666666,0.0006666666666666666,VNQ:0.182258|QQQ:0.145934|IWM:0.139787,QQQ:0.333333|IWM:0.333333|VNQ:0.333333
2024-01-31,2024-02-01,QQQ|IWM|VNQ,0.0,0.0,0.0,QQQ:0.197086|IWM:0.186851|VNQ:0.184443,QQQ:0.333333|IWM:0.333333|VNQ:0.333333
2024-02-29,2024-03-01,IWM|QQQ|SPY,0.0,0.3333333333333333,0.0003333333333333333,IWM:0.148489|QQQ:0.127933|SPY:0.121359,SPY:0.333333|QQQ:0.333333|IWM:0.333333
2024-03-28,2024-04-01,SPY|QQQ|GLD,0.0,0.3333333333333333,0.0003333333333333333,SPY:0.101121|QQQ:0.080430|GLD:0.068176,SPY:0.333333|QQQ:0.333333|GLD:0.333333
2024-04-30,2024-05-01,GLD|EEM|DBC,0.0,0.6666666666666666,0.0006666666666666666,GLD:0.123442|EEM:0.061917|DBC:0.034116,EEM:0.333333|GLD:0.333333|DBC:0.333333
2024-05-31,2024-06-03,GLD|DBC|EFA,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.116180|DBC:0.052941|EFA:0.040769,EFA:0.333333|GLD:0.333333|DBC:0.333333
2024-06-28,2024-07-01,QQQ|GLD|EEM,0.0,0.6666666666666666,0.0006666666666666666,QQQ:0.080767|GLD:0.045158|EEM:0.043916,QQQ:0.333333|EEM:0.333333|GLD:0.333333
2024-07-31,2024-08-01,VNQ|IWM|QQQ,0.0,0.6666666666666666,0.0006666666666666666,VNQ:0.149779|IWM:0.145916|QQQ:0.111234,QQQ:0.333333|IWM:0.333333|VNQ:0.333333
2024-08-30,2024-09-03,VNQ|TLT|GLD,0.0,0.6666666666666666,0.0006666666666666666,VNQ:0.157047|TLT:0.077407|GLD:0.074268,TLT:0.333333|GLD:0.333333|VNQ:0.333333
2024-09-30,2024-10-01,VNQ|GLD|IWM,0.0,0.3333333333333333,0.0003333333333333333,VNQ:0.184048|GLD:0.127522|IWM:0.101664,IWM:0.333333|GLD:0.333333|VNQ:0.333333
2024-10-31,2024-11-01,GLD|QQQ|SPY,0.0,0.6666666666666666,0.0006666666666666666,GLD:0.125011|QQQ:0.079732|SPY:0.070340,SPY:0.333333|QQQ:0.333333|GLD:0.333333
2024-11-29,2024-12-02,IWM|SPY|QQQ,0.0,0.3333333333333333,0.0003333333333333333,IWM:0.102760|SPY:0.072236|QQQ:0.071779,SPY:0.333333|QQQ:0.333333|IWM:0.333333
2024-12-31,2025-01-02,QQQ|SPY|IWM,0.0,0.0,0.0,QQQ:0.063965|SPY:0.034175|IWM:0.017101,SPY:0.333333|QQQ:0.333333|IWM:0.333333
2025-01-31,2025-02-03,QQQ|DBC|SPY,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.045930|DBC:0.044355|SPY:0.037946,SPY:0.333333|QQQ:0.333333|DBC:0.333333
2025-02-28,2025-03-03,GLD|EFA|DBC,0.0,0.6666666666666666,0.0006666666666666666,GLD:0.085739|EFA:0.060693|DBC:0.042019,EFA:0.333333|GLD:0.333333|DBC:0.333333
2025-03-31,2025-04-01,GLD|DBC|EFA,0.0,0.0,0.0,GLD:0.185420|DBC:0.072450|EFA:0.072291,EFA:0.333333|GLD:0.333333|DBC:0.333333
2025-04-30,2025-05-01,GLD|EFA|IEF,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.195004|EFA:0.071158|IEF:0.042967,EFA:0.333333|IEF:0.333333|GLD:0.333333
2025-05-30,2025-06-02,GLD|EFA|EEM,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.153189|EFA:0.088625|EEM:0.053460,EFA:0.333333|EEM:0.333333|GLD:0.333333
2025-06-30,2025-07-01,QQQ|SPY|EEM,0.0,0.6666666666666666,0.0006666666666666666,QQQ:0.177676|SPY:0.115208|EEM:0.112802,SPY:0.333333|QQQ:0.333333|EEM:0.333333
2025-07-31,2025-08-01,QQQ|SPY|IWM,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.189654|SPY:0.143197|IWM:0.128998,SPY:0.333333|QQQ:0.333333|IWM:0.333333
2025-08-29,2025-09-02,IWM|EEM|QQQ,0.0,0.3333333333333333,0.0003333333333333333,IWM:0.149950|EEM:0.105954|QQQ:0.100038,QQQ:0.333333|IWM:0.333333|EEM:0.333333
2025-09-30,2025-10-01,GLD|IWM|EEM,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.155812|IWM:0.113005|EEM:0.104904,IWM:0.333333|EEM:0.333333|GLD:0.333333
2025-10-31,2025-11-03,GLD|EEM|IWM,0.0,0.0,0.0,GLD:0.184008|EEM:0.135524|IWM:0.123781,IWM:0.333333|EEM:0.333333|GLD:0.333333
2025-11-28,2025-12-01,GLD|EEM|QQQ,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.219480|EEM:0.089450|QQQ:0.086900,QQQ:0.333333|EEM:0.333333|GLD:0.333333
2025-12-31,2026-01-02,GLD|EFA|EEM,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.113137|EFA:0.038561|EEM:0.031084,EFA:0.333333|EEM:0.333333|GLD:0.333333
2026-01-30,2026-02-02,GLD|DBC|EFA,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.225758|DBC:0.111943|EFA:0.078274,EFA:0.333333|GLD:0.333333|DBC:0.333333
2026-02-27,2026-03-02,GLD|EEM|DBC,0.0,0.3333333333333333,0.0003333333333333333,GLD:0.272758|EEM:0.178748|DBC:0.152077,EEM:0.333333|GLD:0.333333|DBC:0.333333
2026-03-31,2026-04-01,DBC|GLD|EEM,0.0,0.0,0.0,DBC:0.287239|GLD:0.079503|EEM:0.038968,EEM:0.333333|GLD:0.333333|DBC:0.333333
2026-04-30,2026-05-01,DBC|VNQ|QQQ,0.0,0.6666666666666666,0.0006666666666666666,DBC:0.229249|VNQ:0.073308|QQQ:0.062202,QQQ:0.333333|VNQ:0.333333|DBC:0.333333
2026-05-29,2026-06-01,QQQ|DBC|IWM,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.217278|DBC:0.174502|IWM:0.112990,QQQ:0.333333|IWM:0.333333|DBC:0.333333
2026-06-30,2026-07-01,QQQ|IWM|EEM,0.0,0.3333333333333333,0.0003333333333333333,QQQ:0.320501|IWM:0.256895|EEM:0.255992,QQQ:0.333333|IWM:0.333333|EEM:0.333333
2026-07-31,2026-08-03,IWM|EFA|SPY,0.0,0.6666666666666666,0.0006666666666666666,IWM:0.050086|EFA:0.048190|SPY:0.042154,SPY:0.333333|IWM:0.333333|EFA:0.333333
2026-08-31,2026-09-01,EFA|DBC|VNQ,0.0,0.6666666666666666,0.0006666666666666666,EFA:0.045101|DBC:0.043681|VNQ:0.034010,EFA:0.333333|VNQ:0.333333|DBC:0.333333
